"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ABSLFC","FC"
"MAP_1695c",928.088021935968,4.43647917409935,0.146620543669676,30.2582371000776,4.0653442611233e-201,1.2631605382776e-198,4.43647917409935,21.6527622115615
"MAP_1696c",4596.03302602973,4.95668073757418,0.164203885009075,30.1861355917386,3.60153115694223e-200,1.04444403551325e-197,4.95668073757418,31.0534302769391
"MAP_0100",2995.91967463001,-3.49556802057732,0.116464386576373,-30.0140508470808,6.4344109209616e-198,1.74935546913643e-195,3.49556802057732,-11.2790059582563
"MAP_2516",2036.56085724757,4.1663067109248,0.139296344609839,29.9096629031751,1.47347426067496e-196,3.77036060819769e-194,4.1663067109248,17.9549124219622
"MAP_1588c",14035.1376333054,3.91963963741058,0.13124006063076,29.8661827689822,5.41192842220274e-196,1.30788270203233e-193,3.91963963741058,15.1331418540361
"MAP_3834",23665.888007456,2.66849918383781,0.0895867420486468,29.7867644566065,5.79760741216399e-195,1.32734696015333e-192,2.66849918383781,6.35767462569159
"MAP_2583c",3363.77167090051,-3.11957111586257,0.107805932400228,-28.9369151252384,4.1001700547153e-184,8.91786986900578e-182,3.11957111586257,-8.69129476948538
"MAP_3269",1027.26393865776,6.0893366080288,0.211667797944202,28.7683656520772,5.33763889415421e-182,1.10565377093194e-179,6.0893366080288,68.0883755173153
"MAP_2838c",4263.49002353349,1.89551412494896,0.0666390980358711,28.4444745024704,5.70363820147294e-178,1.12776482620033e-175,1.89551412494896,3.72054540363968
"MAP_1777c",1774.29644918894,3.39809162773525,0.119651519927649,28.3999035682122,2.02766927630021e-177,3.83493971821996e-175,3.39809162773525,10.5421091378431
